Person_id,Family_Number,Person_Number,Gender,Age,Nationality_Type,Trips_Done,Occupation_Status,License_Type
2246202,22462,2,Female,56,Saudi,Yes,House Person,Car Only
2246203,22462,3,Female,25-34,Non-Saudi Non-Arab,She works at home,Refused to Answer,No License
2256501,22565,1,Male,42,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2256502,22565,2,Female,36,Non-Saudi Arab,Vacation,Full Time Employed,No License
2256503,22565,3,Female,13,Non-Saudi Arab,Yes,Student - Primary School,No License
2256504,22565,4,Male,11,Non-Saudi Arab,Yes,Student - Elementary School,No License
2256505,22565,5,Female,5,Non-Saudi Arab,Yes,Child at nursery,No License
2441401,24414,1,Male,57,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2441402,24414,2,Female,50,Non-Saudi Arab,housewife,Unemployed,No License
2441403,24414,3,Female,27,Non-Saudi Arab,P home,Unemployed,No License
2441404,24414,4,Female,25,Non-Saudi Arab,P home,Unemployed,No License
2441405,24414,5,Female,21,Non-Saudi Arab,P home,Unemployed,Car Only
2441406,24414,6,Female,19,Non-Saudi Arab,Yes,Student - College: Full-Time (does not work),No License
2441407,24414,7,Male,11,Non-Saudi Arab,Yes,Student - Elementary School,No License
2324401,23244,1,Male,25-34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2324402,23244,2,Female,25-34,Non-Saudi Arab,Yes,House Person,No License
2447501,24475,1,Female,48,Saudi,nothing,House Person,No License
2447502,24475,2,Male,29,Saudi,Yes,Full Time Employed,Car Only
2447503,24475,3,Male,27,Saudi,Yes,Full Time Employed,Car Only
2447504,24475,4,Male,25,Saudi,Yes,Full Time Employed,No License
2307101,23071,1,Male,53,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2435501,24355,1,Male,29,Saudi,Yes,Full Time Employed,Car Only
2435502,24355,2,Female,25,Saudi,Yes,House Person,No License
2435503,24355,3,Female,1,Saudi,no,Child not at nursery,No License
2387801,23878,1,Male,48,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2387802,23878,2,Female,40,Non-Saudi Arab,Yes,House Person,No License
2387803,23878,3,Male,15,Non-Saudi Arab,Yes,Student - Primary School,No License
2387804,23878,4,Female,12,Non-Saudi Arab,Yes,Student - Elementary School,No License
2387805,23878,5,Male,6,Non-Saudi Arab,Yes,Student - Elementary School,No License
2403101,24031,1,Male,28,Saudi,Yes,Full Time Employed,Car Only
2403102,24031,2,Female,25-34,Saudi,homework,Unemployed,Car Only
2403103,24031,3,Male,1,Saudi,no,Child not at nursery,No License
2375901,23759,1,Male,29,Saudi,Yes,Full Time Employed,Car Only
2375902,23759,2,Female,24,Saudi,Yes,Full Time Employed,Car Only
2208701,22087,1,Male,38,Saudi,Yes,Full Time Employed,Car Only
2208702,22087,2,Female,36,Saudi,Yes,House Person,No License
2208703,22087,3,Female,6,Saudi,Yes,Student - Elementary School,No License
2208704,22087,4,Female,5,Saudi,Yes,Child not at nursery,No License
2208705,22087,5,Male,2,Saudi,Yes,Child not at nursery,No License
2050301,20503,1,Male,63,Saudi,Yes,Full Time Employed,No License
2050302,20503,2,Female,32,Saudi,Yes,Full Time Employed,Car Only
2050303,20503,3,Female,23,Saudi,Yes,Full Time Employed,No License
2263601,22636,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2263602,22636,2,Female,45-54,Saudi,Yes,Unemployed,No License
2263603,22636,3,Male,Dec-15,Saudi,Yes,Student - Primary School,No License
2263604,22636,4,Male,Dec-15,Saudi,Yes,Student - Primary School,No License
2263605,22636,5,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2515601,25156,1,Male,63,Saudi,Yes,Part Time Work (<5 hours a day),Car Only
2515602,25156,2,Male,61,Saudi,handicapped,Unemployed,No License
2515603,25156,3,Female,65-74,Saudi,She is old,Unemployed,No License
2300501,23005,1,Male,27,Saudi,Yes,Full Time Employed,Car Only
2300502,23005,2,Female,25,Saudi,Yes,House Person,Car Only
2327701,23277,1,Male,25-34,Non-Saudi Non-Arab,Yes,Part Time Work (<5 hours a day),Car Only
2327702,23277,2,Female,25-34,Non-Saudi Non-Arab,Yes,Unemployed,No License
2327703,23277,3,Male,06-Nov,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2278401,22784,1,Female,68,Saudi,Yes,Retired,No License
2278402,22784,2,Female,34,Saudi,Yes,Full Time Employed,Car Only
2238601,22386,1,Male,60,Saudi,Yes,Retired,Car Only
2238602,22386,2,Female,50,Saudi,There is no reason to go out,House Person,No License
2238603,22386,3,Male,34,Saudi,There is no reason to go out,House Person,No License
2238604,22386,4,Male,30,Saudi,Yes,Full Time Employed,Car Only
2238605,22386,5,Male,27,Saudi,Yes,Full Time Employed,Car Only
2238606,22386,6,Male,20,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2238607,22386,7,Female,40,Non-Saudi Non-Arab,There is no reason to go out,House Person,No License
2238608,22386,8,Female,17,Saudi,Yes,Student - Secondary School,No License
2238609,22386,9,Male,16,Saudi,Yes,Student - Secondary School,No License
2340301,23403,1,Male,55-64,Non-Saudi Arab,Yes,Disabled / Sick,No License
2412601,24126,1,Male,55,Saudi,There is no reason to go out,Retired,Car Only
2412602,24126,2,Female,52,Saudi,nothing,House Person,No License
2412603,24126,3,Male,28,Saudi,Yes,Unemployed,Car Only
2412604,24126,4,Male,21,Saudi,nothing,Unemployed,No License
2412605,24126,5,Female,13,Saudi,Yes,Student - Primary School,No License
2086701,20867,1,Male,52,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2086702,20867,2,Male,32,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2086703,20867,3,Male,29,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2152601,21526,1,Male,55-64,Saudi,Yes,Full Time Employed,No License
2152602,21526,2,Female,45-54,Saudi,No need to go out,House Person,No License
2152603,21526,3,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2152604,21526,4,Female,34-44,Saudi,Yes,Full Time Employed,Car Only
2152605,21526,5,Male,Dec-15,Saudi,Yes,Student - Primary School,No License
2152606,21526,6,Male,Dec-15,Saudi,Yes,Student - Primary School,No License
2441501,24415,1,Male,35,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2441502,24415,2,Female,28,Non-Saudi Non-Arab,nothing,Unemployed,No License
2441503,24415,3,Male,10,Non-Saudi Non-Arab,P home,Student - Elementary School,No License
2441504,24415,4,Male,5,Non-Saudi Non-Arab,Incubation,Child not at nursery,No License
2479801,24798,1,Male,47,Saudi,Yes,Full Time Employed,Car Only
2479802,24798,2,Female,40,Saudi,Yes,House Person,No License
2479803,24798,3,Male,21,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2479804,24798,4,Female,17,Saudi,Yes,Student - Secondary School,No License
2131101,21311,1,Male,55-64,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2131102,21311,2,Female,45-54,Non-Saudi Arab,Yes,Unemployed,No License
2131103,21311,3,Male,30,Non-Saudi Arab,Yes,Unemployed,Car Only
2131104,21311,4,Male,25,Non-Saudi Arab,Yes,Unemployed,Car Only
2131105,21311,5,Male,22,Non-Saudi Arab,Yes,Unemployed,Car Only
2425701,24257,1,Male,29,Saudi,Yes,Full Time Employed,Car Only
2425702,24257,2,Female,25,Saudi,Yes,House Person,No License
2425703,24257,3,Female,1,Saudi,He doesn't want to go out,Child not at nursery,No License
2350801,23508,1,Male,48,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2350802,23508,2,Female,40,Non-Saudi Non-Arab,Yes,House Person,No License
2350803,23508,3,Male,8,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2246301,22463,1,Male,35,Saudi,Yes,Full Time Employed,Car Only
2246302,22463,2,Female,28,Saudi,Yes,House Person,Car Only
2455101,24551,1,Female,28,Saudi,Yes,Full Time Employed,Car Only
2455102,24551,2,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2455103,24551,3,Female,3,Saudi,child not in foster care,Child not at nursery,No License
2251701,22517,1,Female,65-74,Saudi,Yes,Retired,No License
2251702,22517,2,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2251703,22517,3,Female,25-34,Saudi,Yes,Full Time Employed,No License
2251704,22517,4,Female,25-34,Saudi,Yes,Full Time Employed,No License
2412701,24127,1,Male,32,Saudi,Yes,Full Time Employed,Car Only
2412702,24127,2,Female,30,Saudi,Yes,House Person,Car Only
2412703,24127,3,Male,5,Saudi,nothing,Child not at nursery,No License
2412704,24127,4,Male,2,Saudi,nothing,Child not at nursery,No License
2464901,24649,1,Male,46,Saudi,Yes,Full Time Employed,Car Only
2464902,24649,2,Female,38,Saudi,Yes,Full Time Employed,No License
2464903,24649,3,Female,14,Saudi,Yes,Student - Primary School,No License
2464904,24649,4,Male,12,Saudi,Yes,Student - Elementary School,No License
2448101,24481,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2448102,24481,2,Female,28,Saudi,nothing,House Person,No License
2448103,24481,3,Female,4,Saudi,nothing,Child not at nursery,No License
2074801,20748,1,Male,56,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2074802,20748,2,Female,55-64,Non-Saudi Arab,No reason to get out,House Person,No License
2074803,20748,3,Male,28,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2327801,23278,1,Female,25-34,Saudi,Yes,Full Time Employed,Car Only
2327802,23278,2,Female,25-34,Saudi,Yes,Unemployed,No License
2327803,23278,3,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2387901,23879,1,Male,80,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2387902,23879,2,Male,30,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2387903,23879,3,Male,35,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2387904,23879,4,Male,20,Non-Saudi Arab,Yes,Student - University: Full-Time (does not work),Car Only
2278501,22785,1,Female,34,Saudi,Yes,Full Time Employed,Car Only
2278502,22785,2,Male,38,Saudi,Yes,Full Time Employed,Car Only
2278503,22785,3,Male,4,Saudi,no,Child not at nursery,No License
2278504,22785,4,Male,3,Saudi,no,Child not at nursery,No License
2208801,22088,1,Male,55,Saudi,Yes,Retired,Car Only
2208802,22088,2,Female,45,Saudi,Yes,House Person,No License
2208803,22088,3,Female,17,Saudi,Yes,Student - Secondary School,No License
2208804,22088,4,Male,16,Saudi,Yes,Student - Secondary School,No License
2208805,22088,5,Male,12,Saudi,Yes,Student - Elementary School,No License
2208806,22088,6,Male,10,Saudi,Yes,Student - Elementary School,No License
2208807,22088,7,Male,3,Saudi,Yes,Child not at nursery,No License
2324501,23245,1,Male,34-44,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2263701,22637,1,Male,50,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2263702,22637,2,Female,43,Non-Saudi Arab,Yes,Unemployed,No License
2263703,22637,3,Male,13,Non-Saudi Arab,Yes,Student - Primary School,No License
2263704,22637,4,Male,9,Non-Saudi Arab,Yes,Student - Elementary School,No License
2404501,24045,1,Male,37,Saudi,Yes,Full Time Employed,Car Only
2404502,24045,2,Female,34-44,Saudi,Yes,Unemployed,Car Only
2404503,24045,3,Male,8,Saudi,Yes,Student - Elementary School,No License
2256601,22566,1,Male,65,Non-Saudi Arab,Yes,Retired,Car Only
2256602,22566,2,Female,58,Non-Saudi Arab,Yes,House Person,No License
2256603,22566,3,Male,31,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2256604,22566,4,Male,26,Non-Saudi Arab,Yes,Unemployed,Car Only
2256605,22566,5,Male,27,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2430101,24301,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2430102,24301,2,Female,25,Saudi,Yes,House Person,No License
2430103,24301,3,Female,4,Saudi,He doesn't want to go out,Child not at nursery,No License
2056801,20568,1,Male,66,Saudi,Yes,Retired,Car Only
2056802,20568,2,Female,55,Saudi,Yes,House Person,No License
2056803,20568,3,Female,29,Saudi,Yes,Full Time Employed,Car Only
2051401,20514,1,Female,36,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2051402,20514,2,Male,41,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2051403,20514,3,Female,7,Non-Saudi Arab,Yes,Student - Elementary School,No License
2051404,20514,4,Female,4,Non-Saudi Arab,little girl,Child not at nursery,No License
2004901,20049,1,Female,47,Saudi,Yes,House Person,Car Only
2004902,20049,2,Female,16,Saudi,Yes,Student - Secondary School,No License
2004903,20049,3,Male,15,Saudi,Yes,Student - Primary School,No License
2004904,20049,4,Male,13,Saudi,Yes,Student - Primary School,No License
2053301,20533,1,Male,39,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2053302,20533,2,Male,45,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2053303,20533,3,Male,44,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2375101,23751,1,Male,34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2375102,23751,2,Female,34,Non-Saudi Arab,do not want,House Person,No License
2375103,23751,3,Male,8,Non-Saudi Arab,Yes,Student - Elementary School,No License
2375104,23751,4,Male,6,Non-Saudi Arab,Yes,Student - Elementary School,No License
2350901,23509,1,Male,53,Non-Saudi Non-Arab,Yes,Full Time Employed,Light Goods Vehicle
2350902,23509,2,Female,45,Non-Saudi Non-Arab,Yes,House Person,No License
2246401,22464,1,Male,56,Saudi,Yes,Full Time Employed,Car Only
2246402,22464,2,Female,48,Saudi,Yes,House Person,No License
2246403,22464,3,Male,20,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2246404,22464,4,Female,34-44,Non-Saudi Non-Arab,maid,Refused to Answer,No License
2091101,20911,1,Male,45-54,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2091102,20911,2,Female,34-44,Non-Saudi Arab,Yes,Unemployed,No License
2091103,20911,3,Male,18-24,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2091104,20911,4,Male,21,Saudi,Yes,Unemployed,Car Only
2091105,20911,5,Female,18,Non-Saudi Arab,Yes,Student - University: Full-Time (does not work),No License
2091106,20911,6,Female,9,Non-Saudi Arab,Yes,Student - Elementary School,No License
2075101,20751,1,Male,28,Saudi,Yes,Full Time Employed,Car Only
2075102,20751,2,Female,26,Saudi,attention to the child,Unemployed,No License
2075103,20751,3,Female,3,Saudi,A child who is not in foster care,Child not at nursery,No License
2306901,23069,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2306902,23069,2,Female,34-44,Non-Saudi Arab,Yes,House Person,No License
2306903,23069,3,Male,<=5,Non-Saudi Arab,no,Child not at nursery,No License
2306904,23069,4,Male,<=5,Non-Saudi Arab,no,Child not at nursery,No License
2458901,24589,1,Male,56,Saudi,Yes,Retired,Car Only
2458902,24589,2,Female,39,Saudi,Yes,House Person,Car Only
2458903,24589,3,Female,18,Saudi,Yes,Full Time Employed,No License
2458904,24589,4,Male,14,Saudi,Yes,Student - Primary School,No License
2458905,24589,5,Male,9,Saudi,Yes,Student - Elementary School,No License
2388001,23880,1,Male,35,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2388002,23880,2,Female,30,Non-Saudi Arab,Yes,House Person,No License
2464801,24648,1,Male,32,Saudi,Yes,Full Time Employed,Car Only
2464802,24648,2,Female,31,Saudi,Yes,Full Time Employed,Car Only
2464803,24648,3,Female,33,Non-Saudi Non-Arab,Home Errands,Full Time Employed,No License
2464804,24648,4,Female,8,Saudi,Yes,Student - Elementary School,No License
2464805,24648,5,Female,5,Saudi,no,Child not at nursery,No License
2464806,24648,6,Male,3,Saudi,no,Child not at nursery,No License
2263801,22638,1,Male,41,Saudi,Yes,Full Time Employed,Car Only
2263802,22638,2,Female,37,Saudi,Yes,Full Time Employed,No License
2263803,22638,3,Female,3,Saudi,child,Child not at nursery,No License
2536301,25363,1,Male,41,Saudi,Yes,Full Time Employed,Car Only
2536302,25363,2,Female,37,Saudi,Yes,Full Time Employed,Car Only
2536303,25363,3,Female,4,Saudi,baby girl,Child not at nursery,No License
2536304,25363,4,Female,2,Saudi,baby girl,Child not at nursery,No License
2282401,22824,1,Female,45-54,Saudi,Yes,House Person,Car Only
2282402,22824,2,Male,27,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2282403,22824,3,Male,18-24,Saudi,Yes,Unemployed,Car Only
2282404,22824,4,Female,25-34,Saudi,Yes,Full Time Employed,Car Only
2282405,22824,5,Female,34-44,Saudi,Yes,Unemployed,Car Only
2152801,21528,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2152802,21528,2,Female,25-34,Saudi,There is no reason,Refused to Answer,No License
2152803,21528,3,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2152804,21528,4,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2152805,21528,5,Female,<=5,Saudi,No reason to get out,Child not at nursery,No License
2233201,22332,1,Male,42,Saudi,Yes,Full Time Employed,Car Only
2233202,22332,2,Female,38,Saudi,Yes,Full Time Employed,Car Only
2233203,22332,3,Female,36,Non-Saudi Non-Arab,Child and home care,House Person,No License
2233204,22332,4,Female,8,Saudi,Yes,Student - Elementary School,No License
2233205,22332,5,Female,3,Saudi,no,Child not at nursery,No License
2233206,22332,6,Male,1,Saudi,no,Child not at nursery,No License
2080901,20809,1,Male,45,Saudi,Yes,Full Time Employed,Car Only
2080902,20809,2,Female,40,Saudi,Housewife,Unemployed,No License
2080903,20809,3,Male,14,Saudi,Yes,Student - Primary School,No License
2080904,20809,4,Male,11,Saudi,Yes,Student - Elementary School,No License
2209301,22093,1,Male,70,Saudi,Yes,Retired,Car Only
2209302,22093,2,Female,60,Non-Saudi Non-Arab,Yes,House Person,No License
2051301,20513,1,Male,36,Saudi,Yes,Self-Employed (own business),Car Only
2051302,20513,2,Female,32,Saudi,Yes,Full Time Employed,Car Only
2515501,25155,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2515502,25155,2,Female,25-34,Non-Saudi Arab,housewife,Unemployed,No License
2515503,25155,3,Male,6,Non-Saudi Arab,Yes,Student - Elementary School,No License
2515504,25155,4,Female,<=5,Non-Saudi Arab,no,Child not at nursery,No License
2515505,25155,5,Male,<=5,Non-Saudi Arab,no,Child not at nursery,No License
2324801,23248,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2324802,23248,2,Female,25-34,Saudi,Taking care of the kids,House Person,No License
2324803,23248,3,Male,<=5,Saudi,no,Child not at nursery,No License
2324804,23248,4,Female,<=5,Saudi,no,Child not at nursery,No License
2375001,23750,1,Male,32,Saudi,Yes,Full Time Employed,Car Only
2375002,23750,2,Female,22,Saudi,Yes,Unemployed,No License
2256701,22567,1,Female,65,Saudi,There is no reason to get out,House Person,No License
2256702,22567,2,Male,38,Saudi,Yes,Unemployed,Car Only
2404601,24046,1,Male,27,Saudi,Yes,Full Time Employed,Car Only
2404602,24046,2,Female,25-34,Saudi,the disease,Unemployed,No License
2251801,22518,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2251802,22518,2,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2251803,22518,3,Female,16-17,Saudi,Yes,Student - Secondary School,No License
2251804,22518,4,Female,16-17,Saudi,Yes,Student - Secondary School,No License
2369501,23695,1,Male,45,Saudi,Yes,Full Time Employed,Car Only
2369502,23695,2,Female,38,Saudi,There is no need,House Person,No License
2369503,23695,3,Female,19,Saudi,Yes,Student - College: Full-Time (does not work),No License
2369504,23695,4,Male,4,Saudi,Child not in foster care,Child not at nursery,No License
2152901,21529,1,Male,55-64,Saudi,Yes,House Person,Car Only
2152902,21529,2,Female,55-64,Saudi,Yes,House Person,No License
2075301,20753,1,Male,63,Saudi,"Retired, no reason to leave",Retired,Car Only
2075302,20753,2,Female,59,Saudi,No reason to get out,House Person,No License
2075303,20753,3,Male,28,Saudi,Yes,Full Time Employed,Motorcycle Only
2075304,20753,4,Male,25,Saudi,Yes,Full Time Employed,Car Only
2299801,22998,1,Male,28,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2299802,22998,2,Female,23,Non-Saudi Non-Arab,Yes,House Person,No License
2538701,25387,1,Male,40,Saudi,Yes,Full Time Employed,Car Only
2538702,25387,2,Female,35,Saudi,nothing,House Person,No License
2538703,25387,3,Male,13,Saudi,Yes,Student - Primary School,No License
2538704,25387,4,Female,11,Saudi,Yes,Student - Elementary School,No License
2538705,25387,5,Female,6,Saudi,Yes,Student - Elementary School,No License
2538706,25387,6,Female,4,Saudi,baby girl,Child not at nursery,No License
2279801,22798,1,Female,70,Saudi,the disease,House Person,No License
2279802,22798,2,Female,35,Saudi,Yes,Full Time Employed,Car Only
2279803,22798,3,Female,37,Non-Saudi Non-Arab,housework,House Person,No License
2246501,22465,1,Male,52,Saudi,Yes,Full Time Employed,Car Only
2246502,22465,2,Female,49,Saudi,Yes,House Person,No License
2246503,22465,3,Female,24,Saudi,Yes,Unemployed,Car Only
2246504,22465,4,Female,22,Saudi,Yes,Unemployed,No License
2246505,22465,5,Male,20,Saudi,Yes,Unemployed,Car Only
2208901,22089,1,Male,38,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2208902,22089,2,Female,30,Non-Saudi Arab,Yes,House Person,No License
2208903,22089,3,Male,5,Non-Saudi Arab,Yes,Child not at nursery,No License
2208904,22089,4,Male,4,Non-Saudi Arab,Yes,Child not at nursery,No License
2479901,24799,1,Male,40,Saudi,Yes,Full Time Employed,Car Only
2479902,24799,2,Female,39,Saudi,Yes,Full Time Employed,Car Only
2479903,24799,3,Female,35,Non-Saudi Non-Arab,maid,Full Time Employed,No License
2479904,24799,4,Male,30,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2479905,24799,5,Female,16,Saudi,Yes,Student - Secondary School,No License
2479906,24799,6,Female,12,Saudi,Yes,Student - Elementary School,No License
2479907,24799,7,Female,8,Saudi,Yes,Student - Elementary School,No License
2479908,24799,8,Female,2,Saudi,small,Child not at nursery,No License
2369601,23696,1,Male,56,Saudi,Yes,Retired,Car Only
2369602,23696,2,Female,50,Saudi,There is no need,House Person,No License
2369603,23696,3,Female,3,Saudi,A child is not in his custody,Child not at nursery,No License
2369604,23696,4,Female,8,Saudi,Yes,Student - Elementary School,No License
2108401,21084,1,Male,88,Saudi,No reason to get out,Retired,Car Only
2108402,21084,2,Female,80,Saudi,No reason to get out,House Person,No License
2108403,21084,3,Male,34-44,Saudi,Yes,Self-Employed (own business),Car Only
2471701,24717,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2471702,24717,2,Female,34-44,Saudi,Yes,Unemployed,Car Only
2471703,24717,3,Male,<=5,Saudi,small,Child not at nursery,No License
2471704,24717,4,Male,<=5,Saudi,small,Child not at nursery,No License
2186901,21869,1,Male,45-54,Saudi,Yes,Refused to Answer,Car Only
2186902,21869,2,Female,34-44,Saudi,Yes,Refused to Answer,No License
2186903,21869,3,Male,<=5,Saudi,A child is not in the nursery,Child not at nursery,No License
2186904,21869,4,Female,16-17,Saudi,Yes,Student - Secondary School,No License
2186905,21869,5,Female,Dec-15,Saudi,Yes,Student - Primary School,No License
2186906,21869,6,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2186907,21869,7,Male,Dec-15,Saudi,Yes,Student - Primary School,No License
2329601,23296,1,Male,48,Saudi,Yes,Full Time Employed,Car Only
2329602,23296,2,Female,34,Saudi,Yes,Full Time Employed,No License
2329603,23296,3,Male,10,Saudi,Yes,Student - Elementary School,No License
2329604,23296,4,Male,5,Saudi,no,Child not at nursery,No License
2329605,23296,5,Male,4,Saudi,no,Child not at nursery,No License
2374901,23749,1,Male,55-64,Saudi,does not want,Retired,Car Only
2374902,23749,2,Male,24,Saudi,Yes,Unemployed,Car Only
2374903,23749,3,Female,20,Saudi,Yes,Student - University: Full-Time (does not work),No License
2051201,20512,1,Male,36,Non-Saudi Arab,Yes,Self-Employed (own business),Light Goods Vehicle
2051202,20512,2,Female,31,Non-Saudi Arab,Yes,Self-Employed (own business),No License
2051203,20512,3,Male,4,Non-Saudi Arab,no,Child not at nursery,No License
2515301,25153,1,Male,55-64,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2515302,25153,2,Female,45-54,Non-Saudi Non-Arab,housewife,Unemployed,No License
2251901,22519,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Motorcycle Only
2251902,22519,2,Male,25-34,Non-Saudi Arab,Yes,Full Time Employed,No License
2404401,24044,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2404402,24044,2,Female,27,Saudi,Yes,Unemployed,Car Only
2459001,24590,1,Male,53,Saudi,Yes,Retired,Car Only
2459002,24590,2,Female,47,Saudi,nothing,House Person,No License
2459003,24590,3,Female,29,Saudi,nothing,House Person,No License
2459004,24590,4,Male,27,Saudi,Yes,Full Time Employed,Car Only
2459005,24590,5,Male,25,Saudi,Yes,Full Time Employed,Car Only
2459006,24590,6,Male,14,Saudi,Yes,Student - Primary School,No License
2459007,24590,7,Female,17,Saudi,Yes,Student - Secondary School,No License
2454301,24543,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2454302,24543,2,Female,25-34,Saudi,Yes,House Person,No License
2454303,24543,3,Male,18-24,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2532601,25326,1,Male,29,Saudi,Yes,Full Time Employed,Car Only
2532602,25326,2,Female,65,Saudi,Yes,Unemployed,No License
2340201,23402,1,Male,45-54,Saudi,Yes,Retired,Car Only
2340202,23402,2,Female,34-44,Saudi,Yes,House Person,Car Only
2340203,23402,3,Female,18-24,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2340204,23402,4,Male,16-17,Saudi,Yes,Student - Secondary School,No License
2340205,23402,5,Male,Dec-15,Saudi,Yes,Student - Primary School,No License
2340206,23402,6,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2340207,23402,7,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2129801,21298,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2129802,21298,2,Female,26,Saudi,Yes,House Person,No License
2129803,21298,3,Male,5,Saudi,no,Child not at nursery,No License
2129804,21298,4,Female,3,Saudi,no,Child not at nursery,No License
2210001,22100,1,Male,70,Saudi,Yes,Retired,Car Only
2210002,22100,2,Female,65,Saudi,Yes,House Person,No License
2053401,20534,1,Male,51,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2053402,20534,2,Female,35,Non-Saudi Arab,Yes,House Person,No License
2053403,20534,3,Male,15,Non-Saudi Arab,Yes,Student - Primary School,No License
2053404,20534,4,Female,14,Non-Saudi Arab,Yes,Student - Primary School,No License
2053405,20534,5,Female,10,Non-Saudi Arab,Yes,Student - Elementary School,No License
2053406,20534,6,Male,9,Non-Saudi Arab,Yes,Student - Elementary School,No License
2053407,20534,7,Female,6,Non-Saudi Arab,Yes,Student - Elementary School,No License
2053408,20534,8,Female,2,Non-Saudi Arab,2 year old,Child not at nursery,No License
2186801,21868,1,Male,55-64,Saudi,Yes,Retired,Car Only
2186802,21868,2,Female,45-54,Saudi,Yes,House Person,No License
2186803,21868,3,Female,Dec-15,Saudi,Yes,Student - Primary School,No License
2186804,21868,4,Male,<=5,Saudi,A child is not in the nursery,Child not at nursery,No License
2480001,24800,1,Male,42,Saudi,Yes,Full Time Employed,Car Only
2480002,24800,2,Female,37,Saudi,Yes,Full Time Employed,No License
2480003,24800,3,Male,13,Saudi,Yes,Student - Primary School,No License
2480004,24800,4,Male,2,Saudi,young age,Child not at nursery,No License
2388101,23881,1,Male,62,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2388102,23881,2,Female,60,Non-Saudi Arab,Housewife,House Person,No License
2388103,23881,3,Male,24,Non-Saudi Arab,Yes,Part Time Work (<5 hours a day),Car Only
